Legislation Number,URL,Congress,Sponsor,Number of Cosponsors,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor
S. 899,https://www.congress.gov/bill/115th-congress/senate-bill/899,115th Congress (2017-2018),"Hirono, Mazie K. [Sen.-D-HI]",3,"Tester, Jon [Sen.-D-MT]","Moran, Jerry [Sen.-R-KS]","Blumenthal, Richard [Sen.-D-CT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 886,https://www.congress.gov/bill/115th-congress/senate-bill/886,115th Congress (2017-2018),"Daines, Steve [Sen.-R-MT]",1,"McCaskill, Claire [Sen.-D-MO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 875,https://www.congress.gov/bill/115th-congress/senate-bill/875,115th Congress (2017-2018),"Sullivan, Dan [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 870,https://www.congress.gov/bill/115th-congress/senate-bill/870,115th Congress (2017-2018),"Hatch, Orrin G. [Sen.-R-UT]",21,"Carper, Thomas R. [Sen.-D-DE]","Stabenow, Debbie [Sen.-D-MI]","Cassidy, Bill [Sen.-R-LA]","Isakson, Johnny [Sen.-R-GA]","Cardin, Benjamin L. [Sen.-D-MD]","McCaskill, Claire [Sen.-D-MO]","Bennet, Michael F. [Sen.-D-CO]","Roberts, Pat [Sen.-R-KS]","Schatz, Brian [Sen.-D-HI]","Fischer, Deb [Sen.-R-NE]","Warner, Mark R. [Sen.-D-VA]","Klobuchar, Amy [Sen.-D-MN]","King, Angus S., Jr. [Sen.-I-ME]","Grassley, Chuck [Sen.-R-IA]","Wyden, Ron [Sen.-D-OR]","Crapo, Mike [Sen.-R-ID]","Cornyn, John [Sen.-R-TX]","Thune, John [Sen.-R-SD]","Casey, Robert P., Jr. [Sen.-D-PA]","Wicker, Roger F. [Sen.-R-MS]","Nelson, Bill [Sen.-D-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 867,https://www.congress.gov/bill/115th-congress/senate-bill/867,115th Congress (2017-2018),"Donnelly, Joe [Sen.-D-IN]",14,"Feinstein, Dianne [Sen.-D-CA]","Coons, Christopher A. [Sen.-D-DE]","Young, Todd [Sen.-R-IN]","Cornyn, John [Sen.-R-TX]","Blunt, Roy [Sen.-R-MO]","Hatch, Orrin G. [Sen.-R-UT]","Cruz, Ted [Sen.-R-TX]","Brown, Sherrod [Sen.-D-OH]","Booker, Cory A. [Sen.-D-NJ]","Klobuchar, Amy [Sen.-D-MN]","Blumenthal, Richard [Sen.-D-CT]","Durbin, Richard J. [Sen.-D-IL]","Tester, Jon [Sen.-D-MT]","Cortez Masto, Catherine [Sen.-D-NV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 860,https://www.congress.gov/bill/115th-congress/senate-bill/860,115th Congress (2017-2018),"Grassley, Chuck [Sen.-R-IA]",13,"Klobuchar, Amy [Sen.-D-MN]","Blunt, Roy [Sen.-R-MO]","Hatch, Orrin G. [Sen.-R-UT]","Feinstein, Dianne [Sen.-D-CA]","Whitehouse, Sheldon [Sen.-D-RI]","Tillis, Thomas [Sen.-R-NC]","Durbin, Richard J. [Sen.-D-IL]","Franken, Al [Sen.-D-MN]","Leahy, Patrick J. [Sen.-D-VT]","Cornyn, John [Sen.-R-TX]","Rubio, Marco [Sen.-R-FL]","Booker, Cory A. [Sen.-D-NJ]","Ernst, Joni [Sen.-R-IA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 849,https://www.congress.gov/bill/115th-congress/senate-bill/849,115th Congress (2017-2018),"King, Angus S., Jr. [Sen.-I-ME]",6,"Burr, Richard [Sen.-R-NC]","Hirono, Mazie K. [Sen.-D-HI]","Murray, Patty [Sen.-D-WA]","Alexander, Lamar [Sen.-R-TN]","Nelson, Bill [Sen.-D-FL]","Rubio, Marco [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 831,https://www.congress.gov/bill/115th-congress/senate-bill/831,115th Congress (2017-2018),"Toomey, Patrick [Sen.-R-PA]",1,"Casey, Robert P., Jr. [Sen.-D-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 829,https://www.congress.gov/bill/115th-congress/senate-bill/829,115th Congress (2017-2018),"McCain, John [Sen.-R-AZ]",16,"Collins, Susan M. [Sen.-R-ME]","Coons, Christopher A. [Sen.-D-DE]","Baldwin, Tammy [Sen.-D-WI]","Donnelly, Joe [Sen.-D-IN]","Carper, Thomas R. [Sen.-D-DE]","McCaskill, Claire [Sen.-D-MO]","Van Hollen, Chris [Sen.-D-MD]","Wyden, Ron [Sen.-D-OR]","Merkley, Jeff [Sen.-D-OR]","Tester, Jon [Sen.-D-MT]","Gillibrand, Kirsten E. [Sen.-D-NY]","Blumenthal, Richard [Sen.-D-CT]","Peters, Gary C. [Sen.-D-MI]","Menendez, Robert [Sen.-D-NJ]","Stabenow, Debbie [Sen.-D-MI]","Leahy, Patrick J. [Sen.-D-VT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 826,https://www.congress.gov/bill/115th-congress/senate-bill/826,115th Congress (2017-2018),"Barrasso, John [Sen.-R-WY]",5,"Inhofe, James M. [Sen.-R-OK]","Carper, Thomas R. [Sen.-D-DE]","Whitehouse, Sheldon [Sen.-D-RI]","Boozman, John [Sen.-R-AR]","Booker, Cory A. [Sen.-D-NJ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 825,https://www.congress.gov/bill/115th-congress/senate-bill/825,115th Congress (2017-2018),"Murkowski, Lisa [Sen.-R-AK]",1,"Sullivan, Dan [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 810,https://www.congress.gov/bill/115th-congress/senate-bill/810,115th Congress (2017-2018),"Blunt, Roy [Sen.-R-MO]",1,"McCaskill, Claire [Sen.-D-MO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 807,https://www.congress.gov/bill/115th-congress/senate-bill/807,115th Congress (2017-2018),"Grassley, Chuck [Sen.-R-IA]",7,"Klobuchar, Amy [Sen.-D-MN]","Blumenthal, Richard [Sen.-D-CT]","Feinstein, Dianne [Sen.-D-CA]","Kennedy, John [Sen.-R-LA]","Warren, Elizabeth [Sen.-D-MA]","Leahy, Patrick J. [Sen.-D-VT]","Coons, Christopher A. [Sen.-D-DE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 791,https://www.congress.gov/bill/115th-congress/senate-bill/791,115th Congress (2017-2018),"Peters, Gary C. [Sen.-D-MI]",1,"Risch, James E. [Sen.-R-ID]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 782,https://www.congress.gov/bill/115th-congress/senate-bill/782,115th Congress (2017-2018),"Cornyn, John [Sen.-R-TX]",14,"Cruz, Ted [Sen.-R-TX]","Kennedy, John [Sen.-R-LA]","Klobuchar, Amy [Sen.-D-MN]","Hatch, Orrin G. [Sen.-R-UT]","Coons, Christopher A. [Sen.-D-DE]","Grassley, Chuck [Sen.-R-IA]","Durbin, Richard J. [Sen.-D-IL]","Blumenthal, Richard [Sen.-D-CT]","Heller, Dean [Sen.-R-NV]","Whitehouse, Sheldon [Sen.-D-RI]","Feinstein, Dianne [Sen.-D-CA]","Tillis, Thomas [Sen.-R-NC]","Lankford, James [Sen.-R-OK]","Leahy, Patrick J. [Sen.-D-VT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 772,https://www.congress.gov/bill/115th-congress/senate-bill/772,115th Congress (2017-2018),"McCain, John [Sen.-R-AZ]",6,"Baldwin, Tammy [Sen.-D-WI]","Daines, Steve [Sen.-R-MT]","Murkowski, Lisa [Sen.-R-AK]","Heitkamp, Heidi [Sen.-D-ND]","Udall, Tom [Sen.-D-NM]","Tester, Jon [Sen.-D-MT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 770,https://www.congress.gov/bill/115th-congress/senate-bill/770,115th Congress (2017-2018),"Schatz, Brian [Sen.-D-HI]",9,"Thune, John [Sen.-R-SD]","McCaskill, Claire [Sen.-D-MO]","Gillibrand, Kirsten E. [Sen.-D-NY]","Gardner, Cory [Sen.-R-CO]","Cantwell, Maria [Sen.-D-WA]","Risch, James E. [Sen.-R-ID]","Hassan, Margaret Wood [Sen.-D-NH]","Nelson, Bill [Sen.-D-FL]","Cortez Masto, Catherine [Sen.-D-NV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 765,https://www.congress.gov/bill/115th-congress/senate-bill/765,115th Congress (2017-2018),"Perdue, David [Sen.-R-GA]",5,"Leahy, Patrick J. [Sen.-D-VT]","Udall, Tom [Sen.-D-NM]","Capito, Shelley Moore [Sen.-R-WV]","Collins, Susan M. [Sen.-R-ME]","Strange, Luther [Sen.-R-AL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 756,https://www.congress.gov/bill/115th-congress/senate-bill/756,115th Congress (2017-2018),"Sullivan, Dan [Sen.-R-AK]",21,"Whitehouse, Sheldon [Sen.-D-RI]","Inhofe, James M. [Sen.-R-OK]","Wyden, Ron [Sen.-D-OR]","Schatz, Brian [Sen.-D-HI]","Peters, Gary C. [Sen.-D-MI]","Warren, Elizabeth [Sen.-D-MA]","Van Hollen, Chris [Sen.-D-MD]","Murkowski, Lisa [Sen.-R-AK]","Booker, Cory A. [Sen.-D-NJ]","Udall, Tom [Sen.-D-NM]","Cassidy, Bill [Sen.-R-LA]","Kennedy, John [Sen.-R-LA]","Portman, Rob [Sen.-R-OH]","Markey, Edward J. [Sen.-D-MA]","Coons, Christopher A. [Sen.-D-DE]","Collins, Susan M. [Sen.-R-ME]","Shaheen, Jeanne [Sen.-D-NH]","Rubio, Marco [Sen.-R-FL]","Murphy, Christopher [Sen.-D-CT]","Tillis, Thomas [Sen.-R-NC]","King, Angus S., Jr. [Sen.-I-ME]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 724,https://www.congress.gov/bill/115th-congress/senate-bill/724,115th Congress (2017-2018),"Murkowski, Lisa [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 722,https://www.congress.gov/bill/115th-congress/senate-bill/722,115th Congress (2017-2018),"Corker, Bob [Sen.-R-TN]",63,"Nelson, Bill [Sen.-D-FL]","Perdue, David [Sen.-R-GA]","Hatch, Orrin G. [Sen.-R-UT]","Wicker, Roger F. [Sen.-R-MS]","Boozman, John [Sen.-R-AR]","Stabenow, Debbie [Sen.-D-MI]","Klobuchar, Amy [Sen.-D-MN]","Fischer, Deb [Sen.-R-NE]","Blunt, Roy [Sen.-R-MO]","Murkowski, Lisa [Sen.-R-AK]","Rounds, Mike [Sen.-R-SD]","Cardin, Benjamin L. [Sen.-D-MD]","Coons, Christopher A. [Sen.-D-DE]","Blumenthal, Richard [Sen.-D-CT]","Donnelly, Joe [Sen.-D-IN]","Inhofe, James M. [Sen.-R-OK]","Booker, Cory A. [Sen.-D-NJ]","Capito, Shelley Moore [Sen.-R-WV]","Peters, Gary C. [Sen.-D-MI]","Young, Todd [Sen.-R-IN]","Manchin, Joe, III [Sen.-D-WV]","Daines, Steve [Sen.-R-MT]","Strange, Luther [Sen.-R-AL]","Menendez, Robert [Sen.-D-NJ]","Heller, Dean [Sen.-R-NV]","Hoeven, John [Sen.-R-ND]","Grassley, Chuck [Sen.-R-IA]","McCain, John [Sen.-R-AZ]","Portman, Rob [Sen.-R-OH]","Kennedy, John [Sen.-R-LA]","Cassidy, Bill [Sen.-R-LA]","Casey, Robert P., Jr. [Sen.-D-PA]","Rubio, Marco [Sen.-R-FL]","Cotton, Tom [Sen.-R-AR]","Flake, Jeff [Sen.-R-AZ]","Gardner, Cory [Sen.-R-CO]","Schumer, Charles E. [Sen.-D-NY]","Burr, Richard [Sen.-R-NC]","Lee, Mike [Sen.-R-UT]","Toomey, Patrick [Sen.-R-PA]","Roberts, Pat [Sen.-R-KS]","Crapo, Mike [Sen.-R-ID]","Ernst, Joni [Sen.-R-IA]","Cornyn, John [Sen.-R-TX]","Scott, Tim [Sen.-R-SC]","McCaskill, Claire [Sen.-D-MO]","Heitkamp, Heidi [Sen.-D-ND]","Kaine, Tim [Sen.-D-VA]","King, Angus S., Jr. [Sen.-I-ME]","Warner, Mark R. [Sen.-D-VA]","Van Hollen, Chris [Sen.-D-MD]","Harris, Kamala D. [Sen.-D-CA]","Tillis, Thomas [Sen.-R-NC]","Tester, Jon [Sen.-D-MT]","Risch, James E. [Sen.-R-ID]","Bennet, Michael F. [Sen.-D-CO]","Cruz, Ted [Sen.-R-TX]","Wyden, Ron [Sen.-D-OR]","Collins, Susan M. [Sen.-R-ME]","Alexander, Lamar [Sen.-R-TN]","Moran, Jerry [Sen.-R-KS]","Sullivan, Dan [Sen.-R-AK]","Sasse, Ben [Sen.-R-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 717,https://www.congress.gov/bill/115th-congress/senate-bill/717,115th Congress (2017-2018),"Sullivan, Dan [Sen.-R-AK]",11,"Leahy, Patrick J. [Sen.-D-VT]","Murkowski, Lisa [Sen.-R-AK]","Heitkamp, Heidi [Sen.-D-ND]","Daines, Steve [Sen.-R-MT]","Warren, Elizabeth [Sen.-D-MA]","Cornyn, John [Sen.-R-TX]","Shaheen, Jeanne [Sen.-D-NH]","Hatch, Orrin G. [Sen.-R-UT]","Grassley, Chuck [Sen.-R-IA]","Capito, Shelley Moore [Sen.-R-WV]","Donnelly, Joe [Sen.-D-IN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 705,https://www.congress.gov/bill/115th-congress/senate-bill/705,115th Congress (2017-2018),"Hatch, Orrin G. [Sen.-R-UT]",10,"McCain, John [Sen.-R-AZ]","Coons, Christopher A. [Sen.-D-DE]","Klobuchar, Amy [Sen.-D-MN]","Blunt, Roy [Sen.-R-MO]","Schumer, Charles E. [Sen.-D-NY]","Blumenthal, Richard [Sen.-D-CT]","Cruz, Ted [Sen.-R-TX]","Franken, Al [Sen.-D-MN]","Kennedy, John [Sen.-R-LA]","Sasse, Ben [Sen.-R-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 692,https://www.congress.gov/bill/115th-congress/senate-bill/692,115th Congress (2017-2018),"Fischer, Deb [Sen.-R-NE]",9,"Portman, Rob [Sen.-R-OH]","Klobuchar, Amy [Sen.-D-MN]","Donnelly, Joe [Sen.-D-IN]","Brown, Sherrod [Sen.-D-OH]","Booker, Cory A. [Sen.-D-NJ]","Inhofe, James M. [Sen.-R-OK]","Cardin, Benjamin L. [Sen.-D-MD]","Blunt, Roy [Sen.-R-MO]","Boozman, John [Sen.-R-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 669,https://www.congress.gov/bill/115th-congress/senate-bill/669,115th Congress (2017-2018),"Merkley, Jeff [Sen.-D-OR]",3,"Murray, Patty [Sen.-D-WA]","Wyden, Ron [Sen.-D-OR]","Cantwell, Maria [Sen.-D-WA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 654,https://www.congress.gov/bill/115th-congress/senate-bill/654,115th Congress (2017-2018),"Toomey, Patrick [Sen.-R-PA]",36,"Cantwell, Maria [Sen.-D-WA]","Peters, Gary C. [Sen.-D-MI]","Donnelly, Joe [Sen.-D-IN]","Schumer, Charles E. [Sen.-D-NY]","Markey, Edward J. [Sen.-D-MA]","Gillibrand, Kirsten E. [Sen.-D-NY]","Van Hollen, Chris [Sen.-D-MD]","Stabenow, Debbie [Sen.-D-MI]","Warner, Mark R. [Sen.-D-VA]","Durbin, Richard J. [Sen.-D-IL]","Burr, Richard [Sen.-R-NC]","Murphy, Christopher [Sen.-D-CT]","Baldwin, Tammy [Sen.-D-WI]","Udall, Tom [Sen.-D-NM]","Collins, Susan M. [Sen.-R-ME]","Brown, Sherrod [Sen.-D-OH]","Harris, Kamala D. [Sen.-D-CA]","Blumenthal, Richard [Sen.-D-CT]","Sanders, Bernard [Sen.-I-VT]","Duckworth, Tammy [Sen.-D-IL]","Merkley, Jeff [Sen.-D-OR]","Hassan, Margaret Wood [Sen.-D-NH]","Hirono, Mazie K. [Sen.-D-HI]","Schatz, Brian [Sen.-D-HI]","Coons, Christopher A. [Sen.-D-DE]","Booker, Cory A. [Sen.-D-NJ]","Cardin, Benjamin L. [Sen.-D-MD]","Bennet, Michael F. [Sen.-D-CO]","Cortez Masto, Catherine [Sen.-D-NV]","Feinstein, Dianne [Sen.-D-CA]","Casey, Robert P., Jr. [Sen.-D-PA]","Shaheen, Jeanne [Sen.-D-NH]","Kaine, Tim [Sen.-D-VA]","Warren, Elizabeth [Sen.-D-MA]","Portman, Rob [Sen.-R-OH]","Menendez, Robert [Sen.-D-NJ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 652,https://www.congress.gov/bill/115th-congress/senate-bill/652,115th Congress (2017-2018),"Portman, Rob [Sen.-R-OH]",14,"Stabenow, Debbie [Sen.-D-MI]","Kaine, Tim [Sen.-D-VA]","Alexander, Lamar [Sen.-R-TN]","Sanders, Bernard [Sen.-I-VT]","Murray, Patty [Sen.-D-WA]","Warren, Elizabeth [Sen.-D-MA]","Leahy, Patrick J. [Sen.-D-VT]","Cochran, Thad [Sen.-R-MS]","Brown, Sherrod [Sen.-D-OH]","Blumenthal, Richard [Sen.-D-CT]","Boozman, John [Sen.-R-AR]","Whitehouse, Sheldon [Sen.-D-RI]","King, Angus S., Jr. [Sen.-I-ME]","Cornyn, John [Sen.-R-TX]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 645,https://www.congress.gov/bill/115th-congress/senate-bill/645,115th Congress (2017-2018),"Klobuchar, Amy [Sen.-D-MN]",7,"Cortez Masto, Catherine [Sen.-D-NV]","King, Angus S., Jr. [Sen.-I-ME]","Heitkamp, Heidi [Sen.-D-ND]","Capito, Shelley Moore [Sen.-R-WV]","Franken, Al [Sen.-D-MN]","Sullivan, Dan [Sen.-R-AK]","Boozman, John [Sen.-R-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 607,https://www.congress.gov/bill/115th-congress/senate-bill/607,115th Congress (2017-2018),"Udall, Tom [Sen.-D-NM]",3,"Cantwell, Maria [Sen.-D-WA]","Tester, Jon [Sen.-D-MT]","Warren, Elizabeth [Sen.-D-MA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 597,https://www.congress.gov/bill/115th-congress/senate-bill/597,115th Congress (2017-2018),"Casey, Robert P., Jr. [Sen.-D-PA]",5,"Collins, Susan M. [Sen.-R-ME]","Donnelly, Joe [Sen.-D-IN]","Brown, Sherrod [Sen.-D-OH]","Toomey, Patrick [Sen.-R-PA]","Tester, Jon [Sen.-D-MT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 585,https://www.congress.gov/bill/115th-congress/senate-bill/585,115th Congress (2017-2018),"Johnson, Ron [Sen.-R-WI]",1,"Ernst, Joni [Sen.-R-IA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 583,https://www.congress.gov/bill/115th-congress/senate-bill/583,115th Congress (2017-2018),"Cornyn, John [Sen.-R-TX]",23,"Grassley, Chuck [Sen.-R-IA]","Klobuchar, Amy [Sen.-D-MN]","Coons, Christopher A. [Sen.-D-DE]","Young, Todd [Sen.-R-IN]","Durbin, Richard J. [Sen.-D-IL]","Blumenthal, Richard [Sen.-D-CT]","Hatch, Orrin G. [Sen.-R-UT]","Donnelly, Joe [Sen.-D-IN]","Heller, Dean [Sen.-R-NV]","Cruz, Ted [Sen.-R-TX]","Manchin, Joe, III [Sen.-D-WV]","Cotton, Tom [Sen.-R-AR]","Cortez Masto, Catherine [Sen.-D-NV]","Whitehouse, Sheldon [Sen.-D-RI]","Feinstein, Dianne [Sen.-D-CA]","Blunt, Roy [Sen.-R-MO]","Heitkamp, Heidi [Sen.-D-ND]","Hirono, Mazie K. [Sen.-D-HI]","Ernst, Joni [Sen.-R-IA]","Kennedy, John [Sen.-R-LA]","Brown, Sherrod [Sen.-D-OH]","Tillis, Thomas [Sen.-R-NC]","Sullivan, Dan [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 582,https://www.congress.gov/bill/115th-congress/senate-bill/582,115th Congress (2017-2018),"Johnson, Ron [Sen.-R-WI]",4,"Grassley, Chuck [Sen.-R-IA]","McCaskill, Claire [Sen.-D-MO]","Daines, Steve [Sen.-R-MT]","Wyden, Ron [Sen.-D-OR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 581,https://www.congress.gov/bill/115th-congress/senate-bill/581,115th Congress (2017-2018),"Manchin, Joe, III [Sen.-D-WV]",6,"Feinstein, Dianne [Sen.-D-CA]","Shaheen, Jeanne [Sen.-D-NH]","Klobuchar, Amy [Sen.-D-MN]","Capito, Shelley Moore [Sen.-R-WV]","King, Angus S., Jr. [Sen.-I-ME]","Murkowski, Lisa [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
